doc_idx,filename,city,county,year,rule_label,llm_majority_label,llm_consistency,llm_reason,text_first_500,human_label,human_notes
126,2016-温岭市人民政府办公室关于印发《温岭市城镇污水处理设施建设补助资金管理办法》的通知.docx,台州市,温岭市,2016.0,regulatory,incentive,1.0,(keyword fallback),温岭市人民政府办公室关于印发温岭市城镇污水处理设施建设补助资金管理办法的通知各镇人民政府各街道办事处市政府直属各单位在温垂直管理各单位温岭市城镇污水处理设施建设补助资金管理办法已经市政府同意现印发给你们请认真抓好落实温岭市人民政府办公室年月日温岭市城镇污水处理设施建设补助资金管理办法第一章总则第一条为大力推进我市城镇污水处理设施建设规范建设资金的使用和管理提高资金使用效益促进水污染防治结合我市实际特制定本办法第二条温岭市城镇污水处理设施建设补助资金是指由市级财政预算安排用于支持我市镇级污水处理设施和村级污水管网建设的专项补助资金本办法所称的镇级污水处理设施是指各建制镇城北街道横峰街道自行投资建设服务于本辖区的污水处理厂泵站及其配套管网不包括各市级部门管委会指挥部投资建设的项目本办法所称的村级污水管网是指纳入市镇两级污水处理厂处理由各行政村投资建设从用户排污口至城镇污水主干管的管网位于城镇管网覆盖范围外采用集中式生物或生化处理的农村生活污水处理设施及管网建设不适用于本办法第三条市专项补助资金实行年度计划管理镇级污水处理设施和村级污水管网建设补助项目由各镇街道在每年的月底前统一向市城乡污水,regulatory,
131,2015-温岭市人民政府办公室关于调整温岭市农村生活污水处理设施建设补助资金管理办法的通知.docx,台州市,温岭市,2015.0,regulatory,incentive,1.0,(keyword fallback),温岭市人民政府办公室关于调整温岭市农村生活污水处理设施建设补助资金管理办法的通知各镇人民政府各街道办事处市政府直属各单位在温垂直管理各单位温岭市农村生活污水处理设施建设补助资金管理办法温政办发号的出台规范了我市农村生活污水治理建设资金的使用和管理提高了资金使用效率为进一步推进我市农村生活污水治理工程建设确保农村生活污水治理工程建设质量和效果根据中共浙江省委办公厅浙江省人民政府办公厅关于深化千村示范万村整治工程扎实推进农村生活污水治理的意见浙委办发号关于切实加强农村生活污水治理接户工程质量管理的通知浙村整建办号和关于扎实推进农村生活污水治理的实施意见温政发号精神以及温岭市农村生活污水治理实际经市政府同意现将温岭市农村生活污水处理设施建设补助资金管理办法温政办发号部分条款作适当调整调整条款如下第二条温岭市农村生活污水处理设施建设补助资金是指由各级财政预算安排用于支持我市农村生活污水处理设施建设的专项补助资金本办法所称的农村生活污水处理设施是指温岭城市和建制镇规划建设用地范围以外的农村地区由各镇村投资建设的村域生态化污水处理设施及其污水管网包括接户工程含雨污分离管网工程终端处理工程等第六条农,regulatory,
133,2018-关于下达2018年度各镇（街道）河道疏浚整治、美丽河道（池塘）建设、保洁计划任务的通知.docx,台州市,温岭市,2018.0,incentive,regulatory,1.0,(keyword fallback),关于下达年度各镇街道河道疏浚整治美丽河道池塘建设保洁计划任务的通知各镇街道人民政府办事处为进一步深入开展五水共治工作加快推进温岭市水环境综合整治全面提升全市水环境质量现将年度河道疏浚整治美丽河道池塘建设保洁长效管理工作计划下达给你们详见附件并就有关事项通知如下一切实维护计划严肃性各地要切实加强领导提高认识精心组织周密部署要结合本地实际以市委市政府部署的五水共治多城同创四边三化城乡环境整治及美丽乡村建设为抓手优先按照成片连线疏浚整治的工作要求充分发挥投入效益彰显规模效益和工作效能切实落实河道疏浚整治美丽河道池塘建设任务同时要制定切实可行的实施方案按方案实施切实维护计划的严肃性二认真执行相关规定各地要按照省水利厅印发的浙江省万里清水河道建设技术要求和修订后的温岭市河道疏浚综合整治工程项目和专项资金管理办法温治水办号温岭市河道疏浚综合整治工程项目和专项资金管理补充调整办法温治水办号温岭市河道巡查保洁长效及以奖代补资金补助办法试行温治水办号以及温岭市美丽河道池塘项目建设及资金管理办法温水号的规定严格规范程序多渠道筹集经费保障资金投入同时要建立健全相关规章制度实行专职专人负责制做到定河段定人员定,regulatory,
137,2023-关于下达2023年河湖库塘疏浚项目建设计划的通知.docx,台州市,温岭市,2023.0,regulatory,incentive,0.5,(keyword fallback),关于下达年河湖库塘疏浚项目建设计划的通知各镇人民政府街道办事处为全面落实省委省政府乡村振兴战略规划加快推进温岭市水环境综合整治全面提升全市水环境质量提高河道行洪能力根据温岭市年市级投资项目建设计划温发改号现下达年河湖库塘疏浚项目建设计划总投资万元请据此尽快办理立项等相关手续特此通知附件年河湖库塘疏浚项目建设计划表温岭市农业农村和水利局温岭市财政局温岭市发展和改革局年月日附件年河湖库塘疏浚项目建设计划表,regulatory,
138,2021-关于印发《温岭市河道（池塘）疏浚综合整治工程项目和专项资金管理办法》的通知.docx,台州市,温岭市,2021.0,regulatory,incentive,1.0,(keyword fallback),关于印发温岭市河道池塘疏浚综合整治工程项目和专项资金管理办法的通知各镇街道人民政府办事处为全面推动落实省委省政府提出的五水共治乡村振兴战略决策进一步加强河道池塘疏浚综合整治管理工作规范专项资金使用与管理现将修订后的温岭市河道池塘疏浚综合整治工程项目和专项资金管理办法印发给你们请遵照执行温岭市农业农村和水利局温岭市财政局温岭市环境综合整治事务中心年月日温岭市河道池塘疏浚综合整治工程项目和专项资金管理办法第一章总则第一条为认真贯彻落实省委省政府关于五水共治和美丽乡村战略部署根据市委市政府新农村建设和生态文明建设的要求按照重点河道优先整治区域河道成片连线综合整治等原则进一步加快河道池塘疏浚综合整治步伐促进河道池塘疏浚综合整治工程专项资金规范使用与管理现结合本市实际特修订本办法第二条实施河道池塘疏浚综合整治工程应遵循统筹规划讲求实效建管并重生态文明持续发展的原则根据当地地形地貌河道池塘条件和经济社会发展水平参照国家有关水利工程的技术规范因地制宜采取的工程措施第三条河道池塘疏浚综合整治工程是一项公益性事业按照河道池塘属地负责并管理原则由镇街道负责组织实施对实施河道池塘疏浚综合整治并按计划通过验收,regulatory,
141,2020-关于下达2020年度各镇（街道）河道疏浚整治、保洁计划任务的通知.docx,台州市,温岭市,2020.0,incentive,regulatory,1.0,(keyword fallback),关于下达年度各镇街道河道疏浚整治保洁计划任务的通知各镇人民政府街道办事处为进一步深入开展五水共治工作加快推进温岭市水环境综合整治全面提升全市水环境质量现将年度河道疏浚整治保洁长效管理工作计划下达给你们详见附件并就有关事项通知如下一切实维护计划严肃性各地要切实加强领导提高认识精心组织周密部署结合本地实际以市委市政府部署的五水共治清三河美丽乡村及乡村振兴建设为抓手优先按照成片连线疏浚整治的工作要求充分发挥投入效益彰显规模效益和工作效能切实落实河道疏浚整治建设任务同时要制定切实可行的实施方案按方案实施切实维护计划的严肃性二认真执行相关规定各地要按照省水利厅印发的浙江省万里清水河道建设技术要求和修订后的温岭市河道疏浚综合整治工程项目和专项资金管理办法温治水办号温岭市河道疏浚综合整治工程项目和专项资金管理补充调整办法温治水办号关于印发温岭市河道疏浚综合整治工程项目和专项资金管理补充调整办法二的通知温农水号及温岭市河道巡查保洁长效及以奖代补资金补助办法试行温治水办号的规定严格规范程序多渠道筹集经费保障资金投入同时要建立健全相关规章制度实行专职专人负责制做到定河段定人员定经费定责任建立台帐并按时上报,regulatory,
159,2022-临海市农业农村局关于下达2022年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,台州市,临海市,2022.0,regulatory,incentive,0.75,(keyword fallback),临海市农业农村局关于下达年农田氮磷生态拦截沟渠系统建设任务实施计划的通知各镇街道人民政府办事处为进一步发挥氮磷生态拦截沟渠系统在农田排水污染拦截美丽田园建设中的功能形成一批可复制可推广的高标准示范模式根据台州市农业农村局关于下达年农业生态保护与质量安全主要工作计划的通知台农专发号文件要求现下达临海市年农田氮磷生态拦截沟渠系统建设计划临海市小芝镇马家岙农田氮磷生态拦截沟渠改造工程详见附件请项目承担单位按照方案认真组织实施做好沟渠系统的工程建设规划设计施工和验收同时要加强项目管理规范项目资金使用提高资金使用绩效项目建设单位务必规范财务管理健全账册项目单位完成建设计划后要及时进行项目总结并将相关资料台帐汇编成册报至市农业农村局市农业农村局将按计划组织验收附件农田氮磷生态拦截沟渠建设实施方案简表项目实施单位情况表临海市农业农村局年月日附件农田氮磷生态拦截沟渠建设实施方案简表附件项目实施单位情况表,regulatory,
162,2023-临海市农业农村局关于下达2023年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,台州市,临海市,2023.0,regulatory,incentive,0.75,(keyword fallback),临海市农业农村局关于下达年农田氮磷生态拦截沟渠系统建设任务实施计划的通知各镇街道人民政府办事处为进一步发挥氮磷生态拦截沟渠系统在农田排水污染拦截美丽田园建设中的功能形成一批可复制可推广的高标准示范模式根据台州市农业农村局关于下达年农业生态保护与质量安全主要工作计划的通知台农专发号文件要求现下达临海市年农田氮磷生态拦截沟渠系统建设计划临海市沿江镇清潭头村农田氮磷生态拦截沟渠改造工程详见附件请项目承担单位按照方案认真组织实施做好沟渠系统的工程建设规划设计施工和验收同时要加强项目管理规范项目资金使用提高资金使用绩效项目建设单位务必规范财务管理健全账册项目单位完成建设计划后要及时进行项目总结并将相关资料台帐汇编成册报至市农业农村局市农业农村局将按计划组织验收附件农田氮磷生态拦截沟渠建设实施方案简表项目实施单位情况表临海市农业农村局年月日附件农田氮磷生态拦截沟渠建设实施方案简表,regulatory,
164,2023-临海市港航口岸和渔业管理局关于印发《2023年度全市港航渔业领域“五水共治”找短板寻盲区查漏洞挖死角专项行动方案》的通知.docx,台州市,临海市,2023.0,informational,regulatory,1.0,(keyword fallback),临海市港航口岸和渔业管理局关于印发年度全市港航渔业领域五水共治找短板寻盲区查漏洞挖死角专项行动方案的通知局机关各科室下属各单位为贯彻落实省市级相关文件精神切实消除我市渔业港航领域五水共治短板隐患根据年度全市五水共治找短板寻盲区查漏洞挖死角专项行动深化方案临治水办号文件精神经研究持续开展年度港航渔业领域五水共治找短板寻盲区查漏洞挖死角专项行动现将有关事项通知如下一排查内容按照省台州市临海市五水共治找寻查挖专项行动方案要求坚持问题导向目标导向效果导向紧盯重点地区重点对象重点环节查问题隐患整改整治成效主体责任落实情况针对港航渔业领域重点排查查违法违规排污现象船舶是否按规定配备污染处理设施港口码头污染物处理设施是否配备到位转运处置是否规范及时有无违建码头等情况查水域海域岸线安全盲区水域海域岸线是否存在乱占乱采乱堆乱建等突出四乱问题有无固体废物垃圾污泥等乱倒乱放现象等情况查农业面源污染隐患规模养殖场审批手续是否齐全养殖污水尾水是否直排外环境二时间和方式各科室站队要立即行动依据排查内容尽快组织系统内自查自纠开展五水共治的宣传发动进行拉网式地毯式排查要入点入企入港摸清摸细摸实家底不漏一户一企一港横向,regulatory,
167,2015-临海市人民政府办公室关于印发临海头门港新区工业污水处理复合收费实施办法（试行）的通知.docx,台州市,临海市,2015.0,regulatory,incentive,1.0,(keyword fallback),临海市人民政府办公室关于印发临海头门港新区工业污水处理复合收费实施办法试行的通知临海经济开发区临海头门港新区管委会各镇人民政府街道办事处市政府直属各单位临海头门港新区工业污水处理复合收费实施办法试行已经市十五届政府第次常务会议研究同意现印发给你们请遵照执行临海市人民政府办公室年月日此件公开发布临海头门港新区工业污水处理复合收费实施办法试行为进一步优化资源配置提高水环境质量促进企业转型升级根据关于在杭州市萧山区等个县市区推广开展资源要素市场化配置综合配套改革的复函浙政办函号临海市资源要素市场化配置综合配套改革实施方案临市委办号关于开展工业企业环境资源综合评价加快工业经济转型发展的实施意见试行临政办发号等规定结合临海头门港新区实际特制订本办法一收费范围本次试行范围为头门港新区所有工业企业二计费方法一计费方式按污水排放量和种污染因子化学需氧量酸碱度值总磷氨氮数值复合计收污水处理费二计量方法污水排放量的核定医化企业按取用水量即售水量和自备水取水量之和的计收合成革企业按取用水量的计收非医化非合成革企业按取用水量的计收种污染因子值数值的核定安装污染因子自动监测设备且监测数据通过有效性验证的企业按自,regulatory,
168,2021-临海市人民政府关于临海市大中型水库集雨区生态补偿机制的实施意见.docx,台州市,临海市,2021.0,regulatory,incentive,1.0,(keyword fallback),临海市人民政府关于临海市大中型水库集雨区生态补偿机制的实施意见各镇人民政府街道办事处市政府直属各单位为贯彻落实台州市人民政府关于建立健全生态补偿机制的若干意见台政发号精神进一步加强保护水库集雨区的生态环境特提出如下实施意见一指导思想以科学发展观为指导以推进生态市建设和统筹区域发展为主线保护和改善集雨区生态环境质量以体制创新政策创新科技创新和管理创新为动力不断完善政府调控手段和政策措施进一步完善集雨区生态补偿机制逐步缩小市域内经济社会发展中的城乡差别实现全市经济社会又好又快发展二总体目标以牛头山水库方溪水库童燎水库溪口水库集雨区的自然生态环境和资源条件为基础建立一个长期的生态补偿机制把各大中型水库集雨区建设成为生态功能良性循环生态环境优美舒适的重点生态区域确保各水库饮用水源地水质稳定在类以上水体三生态补偿的内容一水库集雨区基础设施建设及运转维护含村级二水库集雨区以日常生活垃圾处理和生活污水处理为主的环保设施运转维护含村级三水库集雨区民生工程和民生事业支出含村级四市政府批准的用于水库集雨区生态环境保护事业的其他项目四生态补偿资金的筹措和使用一生态补偿资金的筹措建立市大中型水库集雨区生态补偿,incentive,
170,2021-玉环市发展和改革局 台州市生态环境局玉环分局关于印发玉环市生态环境保护“十四五”规划的通知.docx,台州市,玉环市,2021.0,regulatory,informational,0.5,(keyword fallback),玉环市发展和改革局台州市生态环境局玉环分局玉发改规划号玉环市发展和改革局台州市生态环境局玉环分局关于印发玉环市生态环境保护十四五规划的通知各乡镇人民政府各街道办事处市政府直属各单位玉环市生态环境保护十四五规划已由市政府批复同意现印发给你们请结合实际认真组织实施玉环市发展和改革局台州市生态环境局玉环分局年月日玉环市生态环境保护十四五规划年月前言十四五时期是两个一百年奋斗目标的历史交汇期是污染防治攻坚战取得阶段性胜利继续推进美丽中国建设的关键期是浙江省努力建设展示人与自然和谐共生生态文明高度发达的重要窗口的关键时期也是玉环市建设新时代美丽玉环争当重要窗口美丽中国先行示范市全力打造浙东南地区重要发展极的关键时期省委十四届七次全会把生态文明建设作为建设十方面重要窗口形成十三项标志性成果的重要内容之一赋予了生态环境保护全新的历史使命因此科学研究并编制玉环市生态环境保护十四五规划不仅对指导我市十四五时期生态环境保护事业发展具有重大意义也是我市深入贯彻落实习近平生态文明思想增亮重要窗口底色秉持绿岛蓝湾也是金山银山理念全力建设滨海型两山实践创新基地的具体实践牢牢抓住长三角一体化发展这一机遇高质量推进全,informational,
173,2016-关于调整玉环县污水处理收费标准的通知.docx,台州市,玉环市,2016.0,regulatory,incentive,0.75,(keyword fallback),关于调整玉环县污水处理收费标准的通知各有关单位根据国家发展和改革委员会财政部住房和城乡建设部关于制定和调整污水处理收费标准等有关问题的通知发改价格号精神经县政府同意决定调整我县污水处理费收费标准现将有关事项通知如下一居民生活污水处理费全县范围内各街道及建制镇的居民生活污水处理费由元吨调整为元吨二工业污水处理费和非工业污水处理费工业污水处理费和非工业污水处理费按原标准执行三居民生活污水工业污水和非工业污水的执行范围居民生活污水工业污水和非工业污水的执行范围按浙江省物价局关于简化水价分类规范执行范围实行差别水价政策加快腾笼换鸟工作的通知浙价资号及浙江省物价局关于明确宗教场所用水价格类别的批复浙价资号文件规定执行四执行时间新收费标准从年月日排水时间起执行污水处理费属于政府非税收入全额上缴地方国库纳入地方政府性基金预算管理实行专款专用玉环县发展和改革局玉环县财政局玉环县住房和城乡建设规划局年月日此件公开发布,incentive,
175,2018-玉环市发展和改革局 玉环市财政局 玉环市环境保护局关于实行分类分档及多因子计收工业污水处理费的通知.docx,台州市,玉环市,2018.0,regulatory,incentive,0.75,(keyword fallback),玉环市发展和改革局玉环市财政局玉环市环境保护局关于实行分类分档及多因子计收工业污水处理费的通知各有关单位为建立工业污水处理差别化收费机制鼓励和引导企业加大污水处理设施投入和污水处理力度改善环境质量根据浙江省物价局浙江省财政厅浙江省环境保护厅关于加快推进分类分档及多因子计收工业污水处理费的指导意见浙价资号精神结合我市实际对超标排放的纳管工业企业实行分类分档及多因子计收污水处理费现将有关事项通知如下一实施范围玉环市区范围内产生工业污水纳入城镇公共管网并由污水处理厂处理的工业企业具体企业名单每年由市环保局负责确认二收费标准纳管排放污水的工业企业其排放的化学需氧量悬浮物总磷以计氨氮等多因子收费实行基准值污水处理费标准与浮动标准累加原则污染因子浓度超过基准值在基准值基础上加浮动标准污染因子浓度低于基准值按现行标准收取污水处理费具体标准如下单位元立方米直排企业建有规范化污水处理设施处理后的工业污水实现稳定达标且化学需氧量悬浮物总磷氨氮等污染因子浓度值全部符合环保部门核准的排放标准并经市人民政府批准的自建专用管线直接排入自然水体的可享受免征工业污水处理费政策直排企业超标排放污水的由市环保部门按照环保,incentive,
180,2018-台州市路桥区人民政府办公室关于下达路桥区2018年“五水共治”水利面上工作计划的通知.docx,台州市,路桥区,2018.0,informational,regulatory,1.0,(keyword fallback),台州市路桥区人民政府办公室关于下达路桥区年五水共治水利面上工作计划的通知各镇街道人民政府办事处区政府直属各单位为建设两个高水平标杆区的奋斗目标加快我区水利改革发展全面推进现代水利建设为改善河道水体质量美化城乡水域环境根据我区十三五河道疏浚清淤计划十三五河湖塘库清污淤泥实施方案和台州市路桥区人民政府办公室关于印发路桥区河道池塘治理项目管理办法的通知路政办发号结合我区五水共治及各镇街道实际情况特制定路桥区年五水共治水利面上工作计划现印发给你们请抓好时间节点认真组织实施确保该项任务在今年月底前全面完成附件年河道疏浚计划表年示范河道整治工程计划表年示范池塘整治工程计划表年断头河连通工程计划表年超计划池塘清淤情况表台州市路桥区人民政府办公室年月日此件公开发布附件年河道疏浚计划表附件年示范河道整治工程计划表备注序号项目工程由长潭灌区建设管理处负责实施属地街道负责政策处理项目施工时间至年附件年示范池塘整治工程计划表附件年断头河连通工程计划表附件年超计划池塘清淤情况表,regulatory,
184,2018-台州市路桥区人民政府办公室关于印发路桥区水事纠纷应急预案的通知.docx,台州市,路桥区,2018.0,informational,regulatory,1.0,(keyword fallback),台州市路桥区人民政府办公室关于印发路桥区水事纠纷应急预案的通知各镇街道人民政府办事处区政府直属各单位路桥区水事纠纷应急预案已经区政府同意现印发给你们请结合实际认真贯彻执行台州市路桥区人民政府办公室年月日此件公开发布路桥区水事纠纷应急预案随着我区经济的发展人民生活水平的提高和外来人口的大量集聚社会对水的需求量日益增长对水质的要求不断提高水的供需矛盾日益突出为了有效处置我区发生的突发性水事纠纷提高应急工作水平避免和减轻水事纠纷造成的损失维护人民群众生命财产安全和社会稳定根据中华人民共和国水法浙江省水资源管理条例等法律法规结合我区实际制定本预案一工作目标维护正常水事秩序促进社会和谐稳定二适用范围下列水事纠纷适用本预案一在河道管理范围内发生的跨镇街道的水事冲突二可能危及重要水工程安全的三发生人以上的群众性械斗四跨区级行政区域出现的水事纠纷五可能危及到人民群众饮用水安全的六发生突发性水污染事件的七其它情况需要启动的三处置原则一及时采取有效措施防止事态扩大二坚持协商处理和采取临时处置措施相结合三在水事纠纷解决前任何一方不得单方面改变水的现状四涉及饮用水安全的水事纠纷在纠纷得到解决前要确保当地人民群,regulatory,
188,2019-台州市路桥区人民政府办公室关于下达路桥区2019年“五水共治”河道（池塘）治理计划的通知.docx,台州市,路桥区,2019.0,informational,regulatory,1.0,(keyword fallback),台州市路桥区人民政府办公室关于下达路桥区年五水共治河道池塘治理计划的通知各镇街道人民政府办事处区政府直属各单位为深入贯彻落实市委市政府关于两抓年活动精神奋力推进两个高水平标杆区建设再上新台阶加快我区水利改革发展全面推进现代水利建设改善河湖水体质量建设美丽路桥根据我区十三五河道疏浚清淤计划十三五河湖塘库清污淤泥实施方案和台州市路桥区人民政府办公室关于印发路桥区河道池塘治理项目管理办法的通知路政办发号结合我区五水共治及各镇街道实际情况特制定路桥区年五水共治河道池塘治理计划现印发给你们请把握时间节点规范管理抓好实施确保该项任务在今年月底前全面完成附件年河道疏浚计划表年示范河道整治工程计划表年示范池塘整治工程计划表年断头河连通工程计划表台州市路桥区人民政府办公室年月日此件公开发布附件年河道疏浚计划表附件年示范河道整治工程计划表附件年示范池塘整治工程计划表附件年断头河连通工程计划表,regulatory,
192,2017-台州市路桥区人民政府办公室《关于印发路桥区五水共治整治项目与资金管理办法的通知》.docx,台州市,路桥区,2017.0,regulatory,incentive,0.5,(keyword fallback),台州市路桥区人民政府办公室关于印发路桥区五水共治整治项目与资金管理办法的通知台州市路桥区人民政府办公室关于印发路桥区五水共治整治项目与资金管理办法的通知各镇街道人民政府办事处区政府直属各单位路桥区五水共治整治项目与资金管理办法已经区政府同意现印发给你们请认真贯彻执行台州市路桥区人民政府办公室年月日此件公开发布路桥区五水共治整治项目与资金管理办法第一条为进一步加强和规范五水共治资金的使用管理发挥资金使用效益加快推进我区五水共治整治工作根据路桥区五水共治十大工程实施方案路区委办号精神和相关法律法规及财政资金管理规定制定本办法第二条本办法所称的五水共治整治项目包含治污水排涝水防洪水保供水抓节水五项内容以下简称整治项目是指为了贯彻落实省委省政府关于全面实施河长制进一步加强水环境治理工作的意见浙委发号和台州市区水环境综合整治规划台州市区截污大会战实施方案台政办函号要求所开展的一系列整治项目重点包括以建设美丽路桥为目标以保障人民群众身体健康为出发点切实解决水环境污染问题以治水为突破口推进转型升级为加快实现三个率先提供坚实的环境保障第三条本办法所称的五水共治整治资金以下简称整治资金是指财政安排包括上,regulatory,
193,2021-台州市路桥区人民政府办公室关于下达路桥区2021年“五水共治”河道（池塘）治理计划的通知.docx,台州市,路桥区,2021.0,informational,regulatory,1.0,(keyword fallback),台州市路桥区人民政府办公室关于下达路桥区年五水共治河道池塘治理计划的通知各镇街道人民政府办事处区政府直属各单位为忠实践行八八战略奋力打造重要窗口走深走实三立三进三突围新时代发展路径大力实施一区四城战略奋力争创社会主义现代化先行区加快推进路桥区水利现代化建设高质量发展改善河湖水体质量建设美丽路桥根据我区台州市路桥区人民政府办公室关于印发路桥区河道池塘治理项目管理办法的通知路政办发号和我区五水共治及各镇街道实际情况特制定路桥区年五水共治河道池塘治理计划现印发给你们请把握时间节点规范管理抓好实施确保该项任务在今年月底前全面完成附件年河道疏浚计划表年示范河道整治工程计划表年示范池塘整治工程计划表年断头河连通工程计划表台州市路桥区人民政府办公室年月日此件公开发布附件年河道疏浚计划表附件年示范河道整治工程计划表附件年示范池塘整治工程计划表附件年断头河连通工程计划表,regulatory,
194,2018-台州市路桥区人民政府办公室关于印发路桥区水质预警机制的通知.docx,台州市,路桥区,2018.0,informational,regulatory,1.0,(keyword fallback),台州市路桥区人民政府办公室关于印发路桥区水质预警机制的通知各镇街道人民政府办事处区政府直属各单位为全面巩固我市剿灭劣五类水整治成果根据市五水共治办河长办关于做好防反弹巩固剿劣成果相关工作的通知台治水办号文件精神结合路桥实际特制订路桥区水质预警机制现印发给你们请认真遵照执行台州市路桥区人民政府办公室年月日此件公开发布路桥区水质预警机制为巩固我区剿劣成果防止水质反弹特制定本机制一预警范围全区各常规地表水环境质量监测点位二工作目标通过水质预警监测及时有效防范水体反弹巩固剿劣成果三工作要求区环保分局在每月常规地表水环境质量监测前一周对我区存在反弹风险的断面进行预监测并将预监测情况以书面材料报告分管治水环保的区领导抄送区五水共治办河长办如预监测中发现断面水质反弹的区环保分局需马上分析原因提出对策措施并第一时间报告分管治水环保的区领导抄送区五水共治办河长办区环保分局要将每月常规地表水环境质量状况报送分管治水环保的区领导抄送区五水共治办河长办并针对水质类别下降或不达标分析原因提出对策措施区五水共治办河长办要根据区环保分局监测分析情况及时牵头召集相关职能部门和属地镇街道落实对策措施各相关职能部门和镇街,informational,
195,2017-台州市路桥区人民政府办公室关于下达路桥区2017年“五水共治”水利面上工作计划的通知.docx,台州市,路桥区,2017.0,informational,regulatory,1.0,(keyword fallback),台州市路桥区人民政府办公室关于下达路桥区年五水共治水利面上工作计划的通知各镇街道人民政府办事处区政府直属各单位为确保完成三条埠头断面消劣任务根据我区十三五河道疏浚清淤计划十三五河湖塘库清污淤泥实施方案及台州市路桥区人民政府办公室关于印发路桥区河道池塘治理项目管理办法的通知路政办发号结合我区五水共治及各镇街道实际情况特制定路桥区年五水共治水利面上工作计划现印发给你们请抓好时间节点认真组织实施确保该项任务在今年月底前全面完成附件年河道疏浚清淤消劣主支河计划表年示范河道整治工程计划表年示范池塘整治工程计划表年断头河连通工程计划表台州市路桥区人民政府办公室年月日此件公开发布附件年河道疏浚清淤消劣主支河计划表附件年示范河道整治工程计划表附件年示范池塘整治工程计划表附件年断头河连通工程计划表,regulatory,
197,2018-台州市路桥区人民政府办公室关于印发路桥区第二次全国污染源普查方案的通知.docx,台州市,路桥区,2018.0,regulatory,informational,0.75,(keyword fallback),台州市路桥区人民政府办公室关于印发路桥区第二次全国污染源普查方案的通知各镇街道人民政府办事处区政府直属各单位路桥区第二次全国污染源普查方案已经区政府同意现印发给你们请认真组织实施台州市路桥区人民政府办公室年月日此件公开发布路桥区第二次全国污染源普查方案为指导开展我区第二次全国污染源普查工作确保普查任务顺利完成根据全国污染源普查条例国务院关于开展第二次全国污染源普查的通知国发号国务院办公厅关于印发第二次全国污染源普查方案的通知国办发号浙江省人民政府关于开展第二次全省污染源普查的通知浙政发号和浙江省第二次全国污染源普查方案浙政办发号文件精神制定本方案一普查目的和意义污染源数据是重要的环境基础数据污染源普查是重大的国情区情调查是了解污染源数据最直接最有效的途径是环境保护生态建设的基础性工作做好第二次全区污染源普查工作能摸清全区各类污染源基本信息了解各类污染源的数量行业和地区分布情况掌握污染物的产生排放和处理情况健全重点污染源档案污染源信息数据库有利于准确判断当前环境形势制定实施有针对性的经济社会发展和环境保护政策规划不断改善环境质量加快推进生态文明和美丽路桥建设补齐生态环境短板为两个高水平标,informational,
198,2022-台州市路桥区人民政府办公室《关于下达路桥区2022年“五水共治”河道（池塘）治理计划的通知》.docx,台州市,路桥区,2022.0,informational,regulatory,1.0,(keyword fallback),台州市路桥区人民政府办公室关于下达路桥区年五水共治河道池塘治理计划的通知各镇街道人民政府办事处区政府直属各单位为深入贯彻党的十九大和十九届历次全会精神认真贯彻落实中央和省委市委系列决策部署紧紧围绕忠实践行八八战略奋力打造重要窗口把握新发展阶段贯彻新发展理念融入新发展格局坚持解放思想变革破局实施内生蝶变向心发展系统升维三大战略全力打造共同富裕排头兵民营经济创新区现代宜居新商都以一往无前的奋斗姿态再创路桥发展新辉煌进一步改善河湖水体质量高水平建设新时代美丽路桥根据我区台州市路桥区人民政府办公室关于印发路桥区河道池塘治理项目管理办法的通知路政办发号和我区五水共治及各镇街道实际情况特制定路桥区年五水共治河道池塘治理计划现印发给你们请把握时间节点规范管理抓好实施确保该项任务在今年月底前全面完成附件年河道疏浚计划表年示范河道整治工程计划表年示范池塘整治工程计划表年断头河连通工程计划表台州市路桥区人民政府办公室年月日此件公开发布附件年河道疏浚计划表附件年示范河道整治工程计划表附件年示范池塘整治工程计划表,regulatory,
201,2013-台州市黄岩区人民政府办公室关于印发黄岩区河道保洁实施方案的通知.docx,台州市,黄岩区,2013.0,informational,regulatory,1.0,(keyword fallback),台州市黄岩区人民政府办公室关于印发黄岩区河道保洁实施方案的通知各乡镇人民政府街道办事处区政府直属各单位黄岩区河道保洁实施方案已经区政府同意现印发给你们请结合实际认真贯彻实施台州市黄岩区人民政府办公室年月日此件公开发布黄岩区河道保洁实施方案为认真贯彻执行浙江省河道管理条例做好我区河道含河沟池塘等下同水域以下简称河道的保洁工作建立河道保洁长效管理机制结合我区实际特制订本方案一保洁目标一河道保洁目标以科学发展观为指导按照水洁流畅岸绿景美的总体要求坚持政府主导部门配合市场运作群众参与的工作方针巩固河道整治成果改善和保护河道的水生态环境恢复河道自然功能达到河面无漂浮废弃物河中无障碍河岸无垃圾的三无目标二保洁覆盖率目标针对本行政区域内不同类型的河道平原河道保洁覆盖率不低于丘陵区河道保洁覆盖率不低于山溪性河道暂不纳入保洁范围城区河道保洁覆盖率不低于乡村河道保洁覆盖率不低于二保洁职责一乡镇人民政府街道办事处村居民委员会职责乡镇人民政府街道办事处作为河道保洁责任单位负责属地河道保洁工作村居民委员会应当协助做好本区域内河道保洁工作二区级部门职责区水环境整治办协调解决保洁工作中的问题区水利局负责本行政区域内,informational,
